hgnc_id	hugo	chrom	accession	entrez	ensembl	refseq	uniprot
52352	TYMSP2	19q13.12			ENSG00000267190		
12442	TYR	11q14.3	M27160	7299	ENSG00000077498	NM_000372	P14679
12443	TYRL	11p11.12	M63240	7300	ENSG00000123447		
12446	TYRO3	15q15.1	D50479	7301	ENSG00000092445		Q06418
12447	TYRO3P	15q24.2	X72887	7302	ENSG00000259581		
12449	TYROBP	19q13.12	AF019563	7305	ENSG00000011600		O43914
12450	TYRP1	9p23	L33830	7306	ENSG00000107165	NM_000550	P17643
12452	TYS	4q					
28531	TYSND1	10q22.1	BC016840	219743	ENSG00000156521	NM_173555	Q2T9J0
25598	TYW1	7q11.21	AK001762	55253	ENSG00000198874	NM_018264	Q9NV66
33908	TYW1B	7q11.22-q11.23	BC068520	441250	ENSG00000277149	NM_001145440	Q6NUM6
41905	TYW1P1	2p22.3		100533847		NG_028887	
24757	TYW3	1p31.1	BX647591	127253	ENSG00000162623	NM_138467	Q6IPR3
26754	TYW5	2q33.1	AK095272	129450	ENSG00000162971	NM_001039693	A2RUC4
12453	U2AF1	21q22.3	BC001177	7307	ENSG00000160201	NM_006758	Q01081
23020	U2AF1L4	19q13.13	BC021186, AY569437	199746		NM_144987	Q8WU68
51830	U2AF1L5	21p12		102724594	ENSG00000275895		P0DN76
23156	U2AF2	19q13.43	BC008740	11338		NM_007279	P26368
30855	U2SURP	3q23	BK000564	23350	ENSG00000163714	NM_001080415	O15042
15947	UACA	15q23	AF322916	55075	ENSG00000137831		Q9BZF9
12457	UAP1	1q23.3	AB011004	6675	ENSG00000117143	NM_003115	Q16222
28082	UAP1L1	9q34.3	AK022632	91373	ENSG00000197355	XM_038063	Q3KQV9
12469	UBA1	Xp11.3	AF258566	7317	ENSG00000130985	NM_003334	P22314
30661	UBA2	19q13.11	BC003153	10054		NM_005499	Q9UBT2
12470	UBA3	3p14.1	AB012190	9039	ENSG00000144744	NM_198195	Q8TBC4
23230	UBA5	3q22.1	AY253672	79876	ENSG00000081307	NM_024818	Q9GZZ9
25581	UBA6	4q13.2	AK094164	55236	ENSG00000033178	NM_018227	A0AVT1
49083	UBA6-AS1	4q13.2		550112	ENSG00000248049		
12471	UBA7	3p21.31	BC006378	7318	ENSG00000182179	NM_003335	P41226
12458	UBA52	19p13.1-p12		7311	ENSG00000221983	NM_003333	P62987
12459	UBA52P1	7p15.2	M62405	7312		NG_001207	
12460	UBA52P2	14q11.2	M62406	7313		NG_001208	
20056	UBA52P3	14q23.1		122837	ENSG00000243023	NG_002524	
35929	UBA52P4	3p22		100271030		NG_010942	
36993	UBA52P5	8q24.13		100271031	ENSG00000243498	NG_010950	
36763	UBA52P6	9p21.3		100130239	ENSG00000215221	NG_010990	
36615	UBA52P7	12q24.21		100128617	ENSG00000241656	NG_010545	
35625	UBA52P8	16q12.1		100271343	ENSG00000240793	NG_011237	
36169	UBA52P9	18q11.2		100271344	ENSG00000244329	NG_011241	
30221	UBAC1	9q34.3	AF176796	10422	ENSG00000130560	NM_016172	Q9BSL1
20486	UBAC2	13q32.3	AK055110	337867	ENSG00000134882	NM_177967	Q8NBM4
42502	UBAC2-AS1	13q32.3		100289373	ENSG00000228889		
29576	UBALD1	16p13.3	BC025327	124402	ENSG00000153443	NM_145253	Q8TB05
28438	UBALD2	17q25.1		283991	ENSG00000185262	NM_182565	Q8IYN6
12461	UBAP1	9p13.3	AF222043	51271	ENSG00000165006		Q9NZ09
40028	UBAP1L	15q22.31		390595	ENSG00000246922	NM_001163692	F5GYI3
14185	UBAP2	9p13.3	AB040924	55833	ENSG00000137073	NM_018449	Q5T6F2
29877	UBAP2L	1q21.3	BC003170	9898	ENSG00000143569	NM_014847	Q14157
12462	UBASH3A	21q22.3	AJ277750	53347	ENSG00000160185	NM_001001895	P57075
29884	UBASH3B	11q24.1	AB075839	84959	ENSG00000154127	NM_032873	Q8TF42
12463	UBB	17p11.2		7314	ENSG00000170315	NM_018955	P0CG47
12464	UBBP1	2q22.1	X04801	7315	ENSG00000230037		
12465	UBBP2	1q41	X04802	23668	ENSG00000228247	NG_002287	
12466	UBBP3	2q23.1	Y00332	23667	ENSG00000223962	NG_002286	
12467	UBBP4	17p11.2	X07499	23666			
42645	UBBP5	13q31.2			ENSG00000228074		
12468	UBC	12q24.3		7316	ENSG00000150991	NM_021009	P0CG48
18795	UBD	6p22.1	Y12653	10537	ENSG00000213886		O15205
18796	UBDP1	6p22.1		100286971	ENSG00000225797		
12472	UBE2A	Xq24	AK223045	7319	ENSG00000077721	NM_003336	P49459
12473	UBE2B	5q31.1	M74525	7320	ENSG00000119048	NM_003337	P63146
15937	UBE2C	20q13.12	U73379	11065	ENSG00000175063	NM_007019	O00762
19670	UBE2CP1	14q12		326105	ENSG00000258648		
43551	UBE2CP2	18q11.2		646595	ENSG00000265939		
43552	UBE2CP3	4q12		100129983	ENSG00000250384		
43553	UBE2CP4	15q13.3		283711	ENSG00000259179		
43554	UBE2CP5	19q13.43					
12474	UBE2D1	10q21.1	BC015997	7321	ENSG00000072401	NM_003338	P51668
12475	UBE2D2	5q31.2	L40146	7322	ENSG00000131508	NM_181838	P62837
12476	UBE2D3	4q24	U39318	7323	ENSG00000109332	NM_181893	P61077
33349	UBE2D3P1	20p12.3	AL121755	100037280	ENSG00000225022	XM_001723611	
39010	UBE2D3P2	3p22.2		100130139	ENSG00000225558		
39011	UBE2D3P3	1q21.3			ENSG00000224690		
39391	UBE2D3P4	13q31.1		100131800	ENSG00000224188		
21647	UBE2D4	7p13	BC004104	51619	ENSG00000078967	NM_015983	Q9Y2X8
28656	UBE2DNL	Xq21.1	BC040290	100131816		NR_024062	Q8IWF7
12477	UBE2E1	3p24.2	X92963	7324	ENSG00000170142	NM_003341	P51965
40598	UBE2E1-AS1	3p24.3			ENSG00000223791		
12478	UBE2E2	3p24.3	AK057886	7325	ENSG00000182247	NM_152653	Q96LR5
44512	UBE2E2-AS1	3p24.3		100505877	ENSG00000233153		
12479	UBE2E3	2q31.3	AB017644	10477	ENSG00000170035	NM_006357	Q969T4
32199	UBE2E4P	Xp22.2	AF136176	286480		NG_004721	
12480	UBE2F	2q37.3	BC010549	140739	ENSG00000184182	NM_080678	Q969M7
48339	UBE2F-SCLY	2q37.3		100533179	ENSG00000258984		
44535	UBE2FP1	3p22.2		100421436	ENSG00000224080		
44536	UBE2FP2	16q21			ENSG00000261199		
44537	UBE2FP3	1p13.2			ENSG00000233337		
12482	UBE2G1	17p13.2	BC026288	7326	ENSG00000132388	NM_003342	P62253
12483	UBE2G2	21q22.3	BC008351	7327	ENSG00000184787	NM_182688	P60604
12484	UBE2H	7q32.2	BC006277	7328	ENSG00000186591	NM_003344	P62256
31079	UBE2HP1	8q21.13		646463	ENSG00000253677	NG_008822	
12485	UBE2I	16p13.3	D45050	7329	ENSG00000103275	NM_003345	P63279
17598	UBE2J1	6q15	AJ245898	51465	ENSG00000198833	NM_016021	Q9Y385
19268	UBE2J2	1p36.33	AF296658	118424	ENSG00000160087	NM_058167	Q8N2K1
4914	UBE2K	4p14	U58522	3093	ENSG00000078140	NM_005339	P61086
12486	UBE2L1	14q22.3		283556		NG_002490	
12487	UBE2L2	12p12.2		100506424	ENSG00000131982		
12488	UBE2L3	22q11.21	AJ000519	7332	ENSG00000185651	NM_198157	P68036
12489	UBE2L4	19p13.2	Y09515	7333	ENSG00000267741	NG_001209	
13477	UBE2L5	13q12.3	AL161893	171222	ENSG00000236444	NG_001319	A0A1B0GUS4
12490	UBE2L6	11q12.1	AF031141, AK093462, BC032491	9246	ENSG00000156587	NM_004223	O14933
12491	UBE2M	19q13.43	AB012191	9040	ENSG00000130725	NM_003969	P61081
32195	UBE2MP1	16p11.2	CR599143	606551	ENSG00000261461		
12492	UBE2N	12q22	D83004	7334	ENSG00000177889	NM_003348	P61088
31710	UBE2NL	Xq27.3		389898	ENSG00000276380	NM_001012989	Q5JXB2
20337	UBE2NP1	14q11.2		100288613	ENSG00000256385	NG_031850	
29554	UBE2O	17q25.1	AB051521	63893	ENSG00000175931	NM_022066	Q9C0C9
15698	UBE2Q1	1q21.3	AJ243666	55585	ENSG00000160714	NM_017582	Q7Z7E8
40722	UBE2Q1-AS1	1q21.3	AW070285		ENSG00000229780		
19248	UBE2Q2	15q24.2	BC017708	92912	ENSG00000140367	NM_173469	Q8WVN8
44656	UBE2Q2L	15q25.2		100505679	ENSG00000259511	NM_001243531	H0YL09
37439	UBE2Q2P1	15q25.2		388165	ENSG00000189136	NR_003661	
37440	UBE2Q2P2	15q25.2	BC066934	100134869	ENSG00000259429	NR_004847	
38429	UBE2Q2P4Y	Yq11.23		100421716	ENSG00000225491		
38466	UBE2Q2P5Y	Yq11.23		100421717	ENSG00000223636		
49412	UBE2Q2P6	15q25.2		100421769	ENSG00000275695		
49413	UBE2Q2P7	15q25.2 alternate reference locus		100421766			
49521	UBE2Q2P8	15q25.2		100421771	ENSG00000259633		
49517	UBE2Q2P9	3p13			ENSG00000244130		
49518	UBE2Q2P10	8q21.3		101928256	ENSG00000233915		
49522	UBE2Q2P11	15q25.2		100421767	ENSG00000259538		
49523	UBE2Q2P12	15q25.2		100421768	ENSG00000197627		
37269	UBE2QL1	5p15.31	AK057805	134111	ENSG00000215218	NM_001145161	A1L167
19907	UBE2R2	9p13.3	AK000426	54926	ENSG00000107341	NM_017811	Q712K3
49911	UBE2R2-AS1	9p13.3	HG501976	101929665	ENSG00000235481		
17895	UBE2S	19q13.43	BC004236	27338		NM_014501	Q16763
30864	UBE2SP1	17p12		246719	ENSG00000233966	NG_001583	
32196	UBE2SP2	17p11.2		440406	ENSG00000224126		
25009	UBE2T	1q32.1	AF161499	29089	ENSG00000077152	NM_014176	Q9NPD8
28559	UBE2U	1p31.3	BC029895	148581	ENSG00000177414	NM_152489	Q5VVX9
12494	UBE2V1	20q13.13	U39360	7335	ENSG00000244687	NM_021988	Q13404
16581	UBE2V1P1	20p13	AL117334	170556	ENSG00000226632		
32648	UBE2V1P2	3q26.31		730052	ENSG00000214192		
23983	UBE2V1P3	Yp11.2		359798	ENSG00000229518	NG_002821	
44886	UBE2V1P4	9q34.11		102724816	ENSG00000233909		
44888	UBE2V1P5	10q25.3		100287173	ENSG00000226582	NG_030120	
44889	UBE2V1P6	2q31.1		100287279	ENSG00000235995		
44890	UBE2V1P7	Xq21.1			ENSG00000235061		
44893	UBE2V1P8	1p34.2		102724706	ENSG00000233118		
44894	UBE2V1P9	Xq21.31		100131981	ENSG00000229667	NG_030278	
44895	UBE2V1P10	9q21.33		102724605	ENSG00000226590		
44896	UBE2V1P11	2q33.1		102723977	ENSG00000231124		
44897	UBE2V1P12	5p14.3		106479048	ENSG00000249191		
52411	UBE2V1P13	1q41		100505982	ENSG00000224584		
52412	UBE2V1P14	2q22.2		100289623	ENSG00000228134		
52414	UBE2V1P15	6q14.1		100288170	ENSG00000217680		
12495	UBE2V2	8q11.21	X98091	7336	ENSG00000169139	NM_003350	Q15819
44885	UBE2V2P1	10p12.31		100128493	ENSG00000226255	NG_022163	
44887	UBE2V2P2	17q25.3			ENSG00000267463		
44891	UBE2V2P3	1p36.22		100421341	ENSG00000238199	NG_026910	
44892	UBE2V2P4	1p34.3		106480802	ENSG00000231849		
25616	UBE2W	8q21.11	AK001873	55284	ENSG00000104343	NM_001001481	Q96B02
32198	UBE2WP1	1p21.3	AC092393	619457	ENSG00000234422		
25847	UBE2Z	17q21.32	BC015890	65264	ENSG00000159202	NM_023079	Q9H832
12496	UBE3A	15q11.2	AF002224	7337	ENSG00000114062	NM_000462	Q05086
12497	UBE3AP1	2q11.1	AF010598	7338			
12498	UBE3AP2	21q22.11	AF010599	7339	ENSG00000228941		
13478	UBE3B	12q24.11	BC032301	89910	ENSG00000151148	NM_183415	Q7Z3V4
16803	UBE3C	7q36.3	AK127280	9690	ENSG00000009335	NM_014671	Q15386
21381	UBE3D	6q14.1	AL137544	90025	ENSG00000118420	NM_198920	Q7Z6J8
12499	UBE4A	11q23.3	D50916	9354	ENSG00000110344	NM_004788	Q14139
12500	UBE4B	1p36.22	AF091093	10277	ENSG00000130939	NM_006048	O95155
30565	UBFD1	16p12.2	AK124139	56061	ENSG00000103353	NM_019116	O14562
42389	UBFD1P1	3q11.2		100130484	ENSG00000244653		
30791	UBIAD1	1p36.22		29914	ENSG00000120942	NM_013319	Q9Y5Z9
12504	UBL3	13q12.3	AF044221	5412	ENSG00000122042	NM_007106	O95164
12505	UBL4A	Xq28	J03589	8266	ENSG00000102178	NM_014235	P11441
32309	UBL4B	1p13.3		164153	ENSG00000186150	NM_203412	Q8N7F7
13736	UBL5	19p13.2		59286	ENSG00000198258	NM_024292	Q9BZL1
44639	UBL5P1	5p13.3		100130803	ENSG00000248418		
44640	UBL5P2	17q11.2		100287215	ENSG00000266282		
44641	UBL5P3	3p14.2		100129031	ENSG00000240359		
44642	UBL5P4	16p13.13			ENSG00000260224		
28221	UBL7	15q24.1	BC007913	84993	ENSG00000138629	NM_032907, NM_201265	Q96S82
48614	UBL7-AS1	15q24.1		440288	ENSG00000247240		
28110	UBLCP1	5q33.3	AK057996	134510	ENSG00000164332	NM_145049	Q8WVY7
12506	UBN1	16p13.3	AF108460	29855	ENSG00000118900	NM_016936	Q9NPG3
21931	UBN2	7q34	AK098644	254048	ENSG00000157741	NM_173569	Q6ZU65
17777	UBOX5	20p13	AB020667	22888	ENSG00000185019	NM_014948	O94941
44111	UBOX5-AS1	20p13	AK097516	100134015	ENSG00000235958	NR_038395	
12507	UBP1	3p22.3	AF198487	7342	ENSG00000153560	NM_014517	Q9NZI7
12508	UBQLN1	9q21.32	AF176069	29979	ENSG00000135018	NM_013438	Q9UMX0
21633	UBQLN1P1	6p22.1		387117	ENSG00000236405	NG_011407	
12509	UBQLN2	Xp11.21	AF189009	29978	ENSG00000188021	NM_013444	Q9UHD9
12510	UBQLN3	11p15.4	AF230481	50613	ENSG00000175520	NM_017481	Q9H347
1237	UBQLN4	1q22	BC018403	56893	ENSG00000160803	NM_020131	Q9NRR5
31133	UBQLN4P1	3q24	XM_209569	285329	ENSG00000241627	NG_005662	
38662	UBQLN4P2	2q23.3		100131393	ENSG00000226213		
28294	UBQLNL	11p15.4	AK127987	143630	ENSG00000175518	NM_145053	Q8IYU4
16808	UBR1	15q15.2		197131	ENSG00000159459	NM_174916	Q8IWV7
21289	UBR2	6p21.1	BC024217	23304	ENSG00000024048	NM_015255	Q8IWV8
30467	UBR3	2q31.1	AL834144	130507	ENSG00000144357	NM_172070	Q6ZT12
30313	UBR4	1p36.13	AF348492	23352	ENSG00000127481	NM_020765	Q5T4S7
16806	UBR5	8q22.3	AF006010	51366	ENSG00000104517	NM_015902	O95071
51661	UBR5-AS1	8q22.3		101927221	ENSG00000246263	NR_125415	
20344	UBR7	14q32.12	AK001345	55148		NM_175748	Q8N806
25683	UBTD1	10q24.1-q24.2	BC007331	80019	ENSG00000165886	NM_024954	Q9HAC8
24463	UBTD2	5q35.1	AF251700	92181	ENSG00000168246	NM_152277	Q8WUN7
12511	UBTF	17q21.31	BC042297	7343	ENSG00000108312	NM_014233	P17480
14533	UBTFL1	11q14.3		642623	ENSG00000255009	NM_001143975	P0CB47
35169	UBTFL2	11q14.3		120126	ENSG00000234376	NG_012230	
35402	UBTFL3	2q11.1		129870	ENSG00000204699	NG_023214	
35405	UBTFL5	2q11.1		728231	ENSG00000204705	NG_023413	
35406	UBTFL6	2q11.2		643615	ENSG00000228970	NG_027836	P0CB48
35404	UBTFL7	11p11.12		646759	ENSG00000229361	NG_006986	
44476	UBTFL8	3p26.1		643182	ENSG00000224082	NG_008907	
50286	UBTFL9	11p11.12			ENSG00000254567		
50287	UBTFL10	11q14.3			ENSG00000255385		
50288	UBTFL11	Xp11.4			ENSG00000233007		
18402	UBXN1	11q12.3		51035	ENSG00000162191	NM_015853	Q04323
27265	UBXN2A	2p23.3	BC037901	165324	ENSG00000173960	NM_181713	P68543
27035	UBXN2B	8q12.1	AK054658	137886	ENSG00000215114	NM_001077619	Q14CS0
14860	UBXN4	2q21.3	D87684	23190	ENSG00000144224	NM_014607	Q92575
14928	UBXN6	19p13	AF272893	80700		NM_025241	Q9BZV1
29119	UBXN7	3q29	AB018337	26043	ENSG00000163960	XM_087353	O94888
41227	UBXN7-AS1	3q29			ENSG00000225822		
30307	UBXN8	8p12	D83767	7993	ENSG00000104691	NM_005671	O00124
26354	UBXN10	1p36.12	AK058158	127733	ENSG00000162543	NM_152376	Q96LJ8
41141	UBXN10-AS1	1p36.12	AI288607	101928017	ENSG00000225986		
30600	UBXN11	1p36.11	AF521017	91544	ENSG00000158062	NM_145345	Q5T124
37126	UCA1	19p13.12	BC005351	652995	ENSG00000214049	NR_015379	
12513	UCHL1	4p13	BC000332	7345	ENSG00000154277	NM_004181	P09936
40600	UCHL1-AS1	4p13	DB169394, CN277289		ENSG00000251173		
12515	UCHL3	13q22.2	M30496	7347	ENSG00000118939	NM_006002	P15374
19678	UCHL5	1q31.2		51377	ENSG00000116750	NM_015984	Q9Y5K5
14859	UCK1	9q34.13	AF237290	83549	ENSG00000130717	NM_031432	Q9HA47
12562	UCK2	1q24.1	AF236637	7371	ENSG00000143179	NM_012474	Q9BZX2
15938	UCKL1	20q13.33	AK000524	54963	ENSG00000198276	NM_017859	Q9NWZ5
31967	UCKL1-AS1	20q13.33	AK128497	100113386		NR_027287	
25205	UCMA	10p13	BC018068	221044	ENSG00000165623	NM_145314	Q8WVF2
12516	UCN	2p23.3	AF038633	7349	ENSG00000163794	NM_003353	P55089
18414	UCN2	3p21.31	AF320560	90226	ENSG00000145040	NM_033199	Q96RP3
17781	UCN3	10p15.1	AF361943	114131	ENSG00000178473	NM_053049	Q969E3
12517	UCP1	4q31.1	X51955	7350	ENSG00000109424		P25874
12518	UCP2	11q13	U76367	7351		NM_003355	P55851
12519	UCP3	11q13.4	AF001787	7352		NM_003356	P55916
30866	UEVLD	11p15.1	AF503350	55293	ENSG00000151116	NM_018314	Q8IX04
26941	UFC1	1q23.3	AF161504	51506	ENSG00000143222	NM_016406	Q9Y3C8
12520	UFD1	22q11.21	AJ239058	7353	ENSG00000070010		Q92890
23039	UFL1	6q16.1	BC036379	23376	ENSG00000014123	NM_015323	O94874
41007	UFL1-AS1	6q16.1	BM126999, BM127608		ENSG00000233797		
20597	UFM1	13q13.3	AF208844	51569	ENSG00000120686	NM_016617	P61960
33821	UFSP1	7q22.1	AF312032	402682	ENSG00000176125	NM_001015072	Q6NVU6
25640	UFSP2	4q35.1	AK002062	55325	ENSG00000109775	NM_018359	Q9NUQ7
12524	UGCG	9q31.3	D50840	7357	ENSG00000148154	NM_003358	Q16739
12525	UGDH	4p14	AF061016	7358	ENSG00000109814	NM_003359	O60701
40601	UGDH-AS1	4p14			ENSG00000249348		
15663	UGGT1	2q14.3	AF227905	56886	ENSG00000136731	NM_020120	Q9NYU2
15664	UGGT2	13q32.1	AF227906	55757	ENSG00000102595	NM_020121	Q9NYU1
12527	UGP2	2p15		7360	ENSG00000169764	NM_006759	Q16851
12529	UGT1A	2q37		7361		NG_002601	
12530	UGT1A1	2q37.1	M57899	54658	ENSG00000241635		P22309
12534	UGT1A2P	2q37.1	M84126	54580	ENSG00000228445		
12535	UGT1A3	2q37.1	M84127	54659	ENSG00000243135	NM_019093	P35503
12536	UGT1A4	2q37.1	M84128	54657	ENSG00000244474	NM_007120	P22310
12537	UGT1A5	2q37.1	M84129	54579	ENSG00000240224	NM_019078	P35504
12538	UGT1A6	2q37.1	M84130	54578	ENSG00000167165	NM_205862	P19224
12539	UGT1A7	2q37.1	U39570	54577	ENSG00000244122	NM_019077	Q9HAW7
12540	UGT1A8	2q37.1	U42604	54576	ENSG00000242366	NM_019076	Q9HAW9
12541	UGT1A9	2q37.1	AF056188	54600	ENSG00000241119	NM_021027	O60656
12531	UGT1A10	2q37.1	U39550	54575	ENSG00000242515	NM_019075	Q9HAW8
12532	UGT1A11P	2q37.1	U39551	54574	ENSG00000227846		
12533	UGT1A12P	2q37.1	U39552	54573	ENSG00000228949		
32191	UGT1A13P	2q37.1	AF297093	404204	ENSG00000234143		
12542	UGT2A1	4q13.3	AJ006054	10941	ENSG00000173610	NM_006798	Q9Y4X1
28183	UGT2A2	4q13.3		574537	ENSG00000271271		Q9Y4X1
28528	UGT2A3	4q13.2		79799	ENSG00000135220	NM_024743	Q6UWM9
39429	UGT2A3P7	4q13.3		100422023	ENSG00000248886		
12553	UGT2B4	4q13.3	BC026264	7363	ENSG00000156096	NM_021139	P06133
12554	UGT2B7	4q13.2	BC030974	7364	ENSG00000171234	NM_001074	P16662
12544	UGT2B10	4q13.2	X63359	7365	ENSG00000109181	NM_001075	P36537
12545	UGT2B11	4q13.2	AF016492	10720	ENSG00000213759	NM_001073	O75310
12546	UGT2B15	4q13.2	AF180322	7366	ENSG00000196620	NM_001076	P54855
12547	UGT2B17	4q13.2	U59209	7367	ENSG00000197888	NM_001077	O75795
12548	UGT2B24P	4q13.3	AF179876	54572	ENSG00000249956		
12549	UGT2B25P	4q13.2-q13.3	AF179877	54571	ENSG00000215110		
12550	UGT2B26P	4q13.2	AF179878	54570	ENSG00000250919		
12551	UGT2B27P	4q13.2	AF179879	54569	ENSG00000251685		
13479	UGT2B28	4q13.2	AF177272	54490	ENSG00000135226	NM_053039	Q9BY64
12552	UGT2B29P	4q13.2	AF179880	54568	ENSG00000250566		
26625	UGT3A1	5p13.2		133688	ENSG00000145626	NM_152404	Q6NUS8
27266	UGT3A2	5p13.2		167127	ENSG00000168671	NM_174914	Q3SY77
12555	UGT8	4q26	AK127970	7368	ENSG00000174607	NM_003360	Q16880
19683	UHMK1	1q23.3	BC026046	127933	ENSG00000152332	NM_175866	Q8TAS1
12556	UHRF1	19p13.3	AF129507	29128	ENSG00000276043	NM_001048201	Q96T88
21216	UHRF1BP1	6p21.31	AB126777	54887	ENSG00000065060	NM_017754	Q6BDS2
29102	UHRF1BP1L	12q23.1		23074	ENSG00000111647	NM_001006947	A0JNW5
12557	UHRF2	9p24.1	AF274049	115426	ENSG00000147854	NM_152306	Q96PU4
39565	UHRF2P1	Xq13.2		260337	ENSG00000223650	NG_002342	
30298	UIMC1	5q35.2	AF349313	51720	ENSG00000087206	NM_016290	Q96RL1
14893	ULBP1	6q25.1	AF304377	80329	ENSG00000111981		Q9BZM6
14894	ULBP2	6q25.1	AF304378	80328	ENSG00000131015		Q9BZM5
14895	ULBP3	6q25.1	AF304379	79465	ENSG00000131019		Q9BZM4
12558	ULK1	12q24.33	AF045458	8408	ENSG00000177169		O75385
13480	ULK2	17p11.2	AB014523	9706	ENSG00000083290	NM_014683	Q8IYT8
19703	ULK3	15q24.1	BC048289	25989		NM_015518	Q6PHR2
15784	ULK4	3p22.1	AK000581	54986	ENSG00000168038	XM_929989	Q96C45
15775	ULK4P1	15q13.3	BC070492	89838	ENSG00000261279	XR_041690	
15776	ULK4P2	15q13.2		100288380	ENSG00000260128		
15777	ULK4P3	15q13.2	BC023564	89837	ENSG00000178081		
48955	UMAD1	7p21.3	AK027125	729852	ENSG00000219545	NM_001302348	C9J7I0
12559	UMOD	16p12.3	M17778	7369	ENSG00000169344		P07911
12560	UMODL1	21q22.3		89766	ENSG00000177398		Q5DID0
23821	UMODL1-AS1	21q22.3		150147	ENSG00000184385	NR_027243	Q8N2C9
12563	UMPS	3q21.2		7372	ENSG00000114491	NM_000373	P11172
12567	UNC5A	5q35.2	AB075856	90249	ENSG00000113763	XM_030300	Q6ZN44
12568	UNC5B	10q22.1	AB096256	219699	ENSG00000107731	NM_170744	Q8IZJ1
45096	UNC5B-AS1	10q22.1		728978	ENSG00000237512	NR_038453	
12569	UNC5C	4q22.3	AF055634	8633	ENSG00000182168	NM_003728	O95185
21203	UNC5CL	6p21.1	BC035284	222643	ENSG00000124602	NM_173561	Q8IV45
18634	UNC5D	8p12	AB055056	137970	ENSG00000156687		Q6UXZ4
23150	UNC13A	19p13.11	AB028955	23025	ENSG00000130477	NM_001080421	Q9UPW8
12566	UNC13B	9p13.3	AF020202	10497	ENSG00000198722	NM_006377	O14795
23149	UNC13C	15q21.3	AK091491	440279	ENSG00000137766	NM_173166	Q8NB66
23147	UNC13D	17q25.3	AK024474	201294		XM_113950	Q70J99
30594	UNC45A	15q26.1		55898	ENSG00000140553	NM_018671	Q9H3U1
14304	UNC45B	17q12	AW755253	146862	ENSG00000141161	NM_173167	Q8IWX7
16046	UNC50	2q11.2		25972	ENSG00000115446	NM_014044	Q53HI1
19966	UNC79	14q32.12	AB037830	57578	ENSG00000133958	XM_028395	Q9P2D8
26582	UNC80	2q34	AK090815	285175	ENSG00000144406	NM_182587	Q8N2C7
12570	UNC93A	6q27	AJ508812	54346	ENSG00000112494	NM_018974	Q86WB7
13481	UNC93B1	11q13.2	AJ271326	81622	ENSG00000110057	NM_030930	Q9H1C4
13482	UNC93B2	7p22.1		641922	ENSG00000155070		
13483	UNC93B3	3p12.3		285296	ENSG00000172971	XR_016294	
13484	UNC93B4	4p16.3		643384	ENSG00000250381	XR_016363	
34051	UNC93B5	11q13.2		729196	ENSG00000184795		
34053	UNC93B6	11q13.4		255620	ENSG00000255562	NG_009705.1	
44036	UNC93B7	4p16.1		100887746	ENSG00000251624		
44037	UNC93B8	4p16.1		100887748	ENSG00000249272		
12565	UNC119	17q11.2	U40998	9094	ENSG00000109103		Q13432
16488	UNC119B	12q24.31		84747	ENSG00000175970	NM_001080533	A6NIH7
33194	UNCX	7p22.3		340260	ENSG00000164853	NM_001080461	A6NJT0
12572	UNG	12q24.11	A64377	7374	ENSG00000076248	NM_080911	P13051
18579	UNGP1	16q12.1	X92985	57004	ENSG00000260818		
18580	UNGP2	14q12-q21	X92986				
20036	UNGP3	14q31.1		319122	ENSG00000270343		
29369	UNK	17q25.3	AB051540	85451		NM_001080419	Q9C0B0
14184	UNKL	16p13.3	BC011924	64718	ENSG00000059145	NM_001037125	Q9H9P5
12575	UOX	1p31.1	AB074093	391051	ENSG00000240520	NR_003927	
16297	UPB1	22q11.23	AB013885	51733	ENSG00000100024		Q9UBR1
9962	UPF1	19p13.11	AF074016	5976	ENSG00000005007	NM_002911	Q92900
17854	UPF2	10p14	AB037829	26019	ENSG00000151461		Q9HAU5
20332	UPF3A	13q34	AF318575	65110	ENSG00000169062		Q9H1J1
30568	UPF3AP1	17p11.2		147226	ENSG00000226478	NG_001548	
30567	UPF3AP2	17p11.2		147150	ENSG00000214832	NG_001546	
38395	UPF3AP3	9q31.1		100422343	ENSG00000234709		
20439	UPF3B	Xq24	AF318576	65109	ENSG00000125351	NM_080632	Q9BZI7
12577	UPK1A	19q13.12	AF085807	11045	ENSG00000105668		O00322
40603	UPK1A-AS1	19q13.12	BC007817		ENSG00000226510		
12578	UPK1B	3q13.32	AF082888	7348	ENSG00000114638		O75841
12579	UPK2	11q23	Y13645	7379		NM_006760	O00526
12580	UPK3A	22q13.31	AB010637	7380	ENSG00000100373	NM_006953	O75631
21444	UPK3B	7q11.23	BC004304	105375355	ENSG00000243566	NM_030570	Q9BT76
37278	UPK3BL1	7q22.1	EU341824	100134938	ENSG00000267368	NM_001114403	B0FP48
53444	UPK3BL2	7q22.1		107983993			E5RIL1
42353	UPK3BP1	7q11.23			ENSG00000242435		
12576	UPP1	7p12.3	AK096167	7378	ENSG00000183696	NM_003364	Q16831
23061	UPP2	2q24.1	AY225131	151531	ENSG00000007001	NM_173355	O95045
41467	UPP2-IT1	2q24.1			ENSG00000237327		
28334	UPRT	Xq13.3	BC015116	139596	ENSG00000094841	NM_145052	Q96BW1
15891	UQCC1	20q11.22	AK001712	55245	ENSG00000101019	NM_018244	Q9NVA1
21237	UQCC2	6p21.31		84300	ENSG00000137288	NM_032340	Q9BRT2
