drug_name,BT084
L-161982,0.3663
meptazinol,0.36619999999999997
TIMM17B,0.36619999999999997
EEF1D,0.3657
CDC25A,0.3657
MYLIP,0.3654
tetracycline,0.3652
PTP4A3,0.3649
PP-1,0.3649
IFIH1,0.36479999999999996
ANKRD49,0.36450000000000005
ZNF350,0.36450000000000005
KLF7,0.3642
PHF1,0.3639
ECSIT,0.3639
MGLL,0.36329999999999996
CLCN5,0.36310000000000003
NPSR1,0.363
BRD8,0.3628
oleylethanolamide,0.3625
QPCT,0.3625
E2F1,0.3624
PPM1D,0.3616
SB-221284,0.3614
TUBB3,0.3613
ZNF200,0.3608
CDK6,0.3607
COPS5,0.3607
CYP51A1,0.3607
HIF1AN,0.36
guanabenz,0.36
PHB2,0.3599
PRKAA1,0.35979999999999995
carmoxirole,0.35969999999999996
PAPSS1,0.3593
CBR1,0.35869999999999996
HSD17B8,0.3578
KUC103898N,0.3575
NGRN,0.3575
TUBB3,0.35710000000000003
RNF138,0.35710000000000003
CALCOCO2,0.3565
FOXO4,0.35619999999999996
ZER1,0.35609999999999997
dihydro-7-desacetyldeoxygedunin,0.3557
BRCA1,0.3557
LGR5,0.3553
desoxycorticosterone,0.3553
prostaglandin,0.35509999999999997
EXOC6,0.35509999999999997
PKN1,0.355
naproxol,0.3549
SDZ-NKT-343,0.35479999999999995
EXT2,0.35450000000000004
ATP synthase inhibitor,0.3544
tyrphostin-AG-538,0.3543
HLA-DMB,0.3543
CTBP1,0.354
PSMB9,0.3539
ZNF133,0.3538
SERPINB2,0.35359999999999997
GMEB1,0.35350000000000004
RDBP,0.3532
Cyclooxygenase inhibitor,0.3532
GPR114,0.3531
IL15RA,0.3527
HMGN5,0.35259999999999997
hypericin,0.35259999999999997
ZNF805,0.3525
MTAP,0.35240000000000005
TGFBR1,0.35240000000000005
CTNNB1,0.3522
HOMEZ,0.3522
CLPTM1,0.3522
LARS2,0.3521
SUOX,0.3517
PPFIBP2,0.3514
SAT1,0.3513
NAT1,0.3513
FAS,0.35090000000000005
zafirlukast,0.35090000000000005
brinzolamide,0.3508
CLK1,0.3507
CCNE2,0.3507
ZNF213,0.3502
PPAR receptor agonist,0.35
PHF17,0.34990000000000004
tubocurarine,0.34979999999999994
EIF2S2,0.3494
mefenamic-acid,0.3493
GLUD2,0.3493
CAPSL,0.34909999999999997
CNNM2,0.349
ZC3HC1,0.349
LY-320135,0.34869999999999995
RAD23B,0.34850000000000003
SERPIND1,0.3483
MAGEA10,0.3483
CPT1A,0.3464
LRSAM1,0.3457
flutamide,0.3455
TCFL5,0.3454
TBX20,0.3453
mepyramine,0.3452
HNF4G,0.34509999999999996
CDK7,0.345
morphothebaine,0.34490000000000004
GR-103691,0.3446
HS2ST1,0.34450000000000003
ZNF133,0.3444
HRAS,0.34409999999999996
GPRC5B,0.3439
ADORA2A,0.3439
DKC1,0.34340000000000004
NOX1,0.3433
JNJ-7706621,0.3431
MLH1,0.3431
CASP10,0.34299999999999997
RHOB,0.34299999999999997
ALDH3A1,0.3428
BLMH,0.34259999999999996
RIOK2,0.34240000000000004
INSIG1,0.3417
DAXX,0.3414
cycloheximide,0.34130000000000005
carbamazepine,0.34130000000000005
NS-3694,0.3411
IL27,0.3411
PITPNA,0.3403
cyclopenthiazide,0.3397
cephalotaxine,0.3393
SB-206553,0.3393
DDIT4,0.3392
AIFM1,0.33899999999999997
PCGF1,0.3389
AHR,0.3385
ecopipam,0.33840000000000003
AARS,0.33759999999999996
RS-39604,0.3372
tropicamide,0.337
IP6K1,0.3367
ZNF554,0.3362
racephedrine,0.336
NDUFB6,0.336
VCP,0.33590000000000003
GRK5,0.3354
MLST8,0.33509999999999995
PRNP,0.3348
VAV3,0.3347
EIF4EBP1,0.3345
atovaquone,0.3344
SOX2,0.3344
LPL,0.33340000000000003
PARP inhibitor,0.33299999999999996
ZNF324,0.3328
BRD-K00256256,0.3326
danusertib,0.3325
RSPH1,0.3321
vardenafil,0.3321
nilutamide,0.33159999999999995
aprepitant,0.33149999999999996
berbamine,0.33130000000000004
CCND3,0.33130000000000004
caffeic-acid,0.3312
ZNF398,0.331
SHC4,0.3308
UNC-0321,0.3307
caffeic-acid,0.33039999999999997
MED26,0.33030000000000004
NR2C1,0.33020000000000005
valaciclovir,0.33
CXCL12,0.33
CSRP1,0.3296
IWR-1-ENDO,0.3296
ATP5C1,0.32939999999999997
RPN2,0.3293
GPR123,0.3292
IAA-94,0.3289
LPHN2,0.3289
KDM5A,0.32880000000000004
PPIF,0.32880000000000004
CXCR2,0.3282
TXNIP,0.32789999999999997
SLC1A4,0.32780000000000004
NISCH,0.32780000000000004
trans-7-hydroxy-pipat,0.3275
QARS,0.3274
phenothiazine,0.3272
stavudine,0.3271
BRD-K13872703,0.3271
STK17A,0.327
MCM2,0.3268
RPS6KA1,0.3267
AZGP1,0.32659999999999995
C1ORF106,0.3264
ECH1,0.32630000000000003
tomelukast,0.3261
RDH11,0.326
ZNF519,0.3258
MDH2,0.3257
SMARCE1,0.32549999999999996
BCL2A1,0.32520000000000004
tamoxifen,0.3249
PRDM4,0.3248
SGPL1,0.3246
ERCC5,0.32420000000000004
NKIRAS2,0.32409999999999994
PDHA1,0.32409999999999994
PK-11195,0.3239
pemoline,0.3239
ZNF444,0.3237
remoxipride,0.3236
PPAP2B,0.3236
ZNF585A,0.3236
FAF1,0.3235
FBXO7,0.3233
mexiletine,0.3231
Interleukins GOF,0.32299999999999995
UGT1A6,0.32289999999999996
SDHA,0.3226
icosapent,0.3226
AM-630,0.32170000000000004
FBXW11,0.32159999999999994
5-iodotubercidin,0.3214
LGALS8,0.3211
cyclosporin-a,0.3211
pregnenolone,0.3209
C2 domain containing protein kinases LOF,0.3207
nimesulide,0.3206
RAP1A,0.3204
RSU1,0.31980000000000003
talniflumate,0.3195
HMGN3,0.3194
sulfinpyrazone,0.3193
CD59,0.3187
ryanodine,0.3185
immethridine,0.31829999999999997
MLL3,0.31829999999999997
GSK3B,0.3182
ZNF182,0.318
CRTAP,0.318
targinine,0.3179
PHF10,0.3178
TAB3,0.3177
INSIG1,0.3176
etomoxir,0.3175
MAPKAP1,0.3173
LIG3,0.317
G2E3,0.31629999999999997
DGKZ,0.3161
STK38,0.3155
HPN,0.3155
PEPD,0.3154
thenoyltrifluoroacetone,0.3154
GCA,0.3153
tienilic-acid,0.3153
GFPT1,0.31489999999999996
ATG16L2,0.3146
mercaptopurine,0.3143
PIAS2,0.314
desmethylclozapine,0.31379999999999997
WNT9B,0.31379999999999997
ATPA,0.31379999999999997
trimethobenzamide,0.3135
BOLA1,0.3135
CANT1,0.3134
IKZF5,0.3132
ABCB1,0.3131
isamoltan,0.3129
SALL4,0.3128
SUPV3L1,0.3127
NKIRAS1,0.3126
BCL6B,0.3124
AMG-9810,0.3122
ZNF595,0.3116
NDUFA9,0.3115
sildenafil,0.3115
celastrol,0.3115
NOS3,0.3114
NPTN,0.31129999999999997
tyrphostin-AG-555,0.3111
CXCL1,0.3109
PPP2CA,0.31079999999999997
ascorbyl-palmitate,0.3105
ZBTB41,0.3102
VEGFA,0.31010000000000004
QX-314,0.31010000000000004
ZNF680,0.3098
NFE2L2,0.3097
PML,0.3095
ZNF624,0.3095
PGF,0.30920000000000003
TRAPPC3,0.3085
ICI-89406,0.3084
EIF4B,0.30829999999999996
nobiletin,0.308
CERS4,0.308
METTL1,0.3079
KEAP1,0.3078
CCT7,0.3077
NFATC3,0.30760000000000004
BRD-K98297262,0.3074
noretynodrel,0.307
anandamide,0.3068
PMF1,0.3059
NBR1,0.3059
CDO1,0.3059
FIGF,0.30579999999999996
TNFRSF21,0.3055
HLA-DRB3,0.3054
MEK inhibitor,0.30519999999999997
TXNRD3,0.30510000000000004
SLC22A5,0.305
TXNL1,0.3048
methylprednisolone,0.3046
LEPRE1,0.3046
SLC12A2,0.3044
tetrahydrocannabinol-7-oic-acid,0.3042
ILF2,0.3041
CCNE1,0.3038
proxyfan,0.3037
TAF15,0.3036
U-18666A,0.3036
BTRC,0.30329999999999996
POLR2F,0.3025
BHMT2,0.30210000000000004
Bacterial 30S ribosomal subunit inhibitor,0.302
RO-08-2750,0.3019
ZNF462,0.3017
HOXC4,0.3017
ITSN1,0.3013
ADH6,0.3009
alimemazine,0.3009
ZNF200,0.30079999999999996
CTSH,0.3005
GGCT,0.3004
palmitoylethanolamide,0.3002
FOXA1,0.30010000000000003
SERPINH1,0.3
minaprine,0.2994
P2RY8,0.2988
SB-203186,0.2985
PSME2,0.2984
methylene-blue,0.2982
HLA-DRA,0.2982
AM-251,0.2981
MAF,0.2978
LAMTOR3,0.2977
moracizine,0.29760000000000003
SLC16A2,0.29760000000000003
MSH2,0.29760000000000003
HOXB5,0.2975
dihydroergocristine,0.2975
arvanil,0.2968
OPN4,0.2968
ADORA2A,0.2966
CTBP2,0.2963
AKTIP,0.2961
fenobam,0.2959
NMI,0.2955
GPR64,0.2952
TAL1,0.295
IL4,0.2949
cromakalim,0.29460000000000003
FGF9,0.2944
VN1R5,0.29410000000000003
NDFIP1,0.29410000000000003
RAB5A,0.2939
primidone,0.2938
CAND1,0.2937
PIAS4,0.29359999999999997
FOS transcription factor family GOF,0.29359999999999997
vinburnine,0.29350000000000004
GUSB,0.29350000000000004
metrizamide,0.2933
APOA2,0.2932
NR1H2,0.2929
PYCR1,0.2929
BRD-K56658166,0.2929
TRIB3,0.2926
Angiotensin receptor antagonist,0.2926
ELL3,0.2925
C12ORF51,0.2924
domperidone,0.292
BNIP3L,0.2917
FAU,0.2916
DCLRE1B,0.2914
ATP5H,0.2912
FXYD2,0.29100000000000004
PHB,0.2908
PNP,0.2907
JAK inhibitor,0.29059999999999997
RAB23,0.2905
DYNLL1,0.2904
ARL4C,0.2904
SHH,0.2904
LCN2,0.2903
WWTR1,0.2895
TWIST2,0.289
AKR1B1,0.289
ZNF610,0.2889
thapsigargin,0.2887
RIT1,0.28859999999999997
PSMB8,0.28800000000000003
ALDH6A1,0.28800000000000003
HRH1,0.2876
rufloxacin,0.2869
oxibendazole,0.2868
LBR,0.2866
RNF14,0.2865
fenoldopam,0.2865
RPS19,0.2864
edaravone,0.28600000000000003
ZNF350,0.2858
LY-288513,0.28550000000000003
CXCR7,0.2854
CAPN1,0.2852
PNU-282987,0.2851
suloctidil,0.2849
PXK,0.2848
ETFA,0.2847
ULK2,0.2846
enalaprilat,0.2844
picotamide,0.2844
BRD-K35133769,0.2842
RPS6,0.2841
PEX19,0.2839
NCF2,0.2838
OXGR1,0.2833
hydrastine,0.28309999999999996
HYAL2,0.28309999999999996
desipramine,0.28300000000000003
RPS27A,0.2829
NDUFA3,0.2828
ZNF8,0.2826
ciclacillin,0.2821
ibudilast,0.2818
ZNF85,0.2813
COBL,0.2812
NCOA3,0.281
alverine,0.281
BRL-37344,0.281
ALDH5A1,0.2807
procyclidine,0.28059999999999996
DMD,0.28059999999999996
GOT2,0.28
isocarboxazid,0.2799
tremulacin,0.2799
FEN1,0.2797
ALDH3B1,0.2797
PIGB,0.2796
PP-2,0.2796
RS-100329,0.27940000000000004
raclopride,0.2792
BRD3,0.2791
RRAGC,0.2787
PHACTR1,0.2784
STK11,0.2784
CTGF,0.2779
GPR35,0.2779
IKK-2-inhibitor,0.2775
PRKAG3,0.2775
ritanserin,0.2774
triclabendazole,0.2774
ERO1L,0.27699999999999997
GPR83,0.27690000000000003
ryuvidine,0.2768
HMOX1,0.2767
MRGPRF,0.2764
CSNK1A1,0.2761
tremorine,0.2758
yohimbine,0.2756
isorotenone,0.2755
rifapentine,0.2751
isoflupredone,0.2751
RUVBL2,0.275
diclofenac,0.275
CAPN1,0.2746
levonorgestrel,0.2746
PRKCQ,0.2746
TFDP2,0.2743
torasemide,0.2737
ARPC2,0.2734
TACC3,0.2732
diazoxide,0.273
TSKU,0.2728
levonorgestrel,0.2725
RPS6KA5,0.2724
HOXB2,0.272
HDAC11,0.2717
ZNF596,0.2713
SDF2L1,0.2711
NDUFA4,0.2711
MAP3K5,0.2709
STXBP1,0.2708
TRAF1,0.2708
SERPINA7,0.2708
CAMK1,0.2703
SLC25A22,0.2693
RALB,0.2693
ATP5F1,0.2688
RRAGC,0.2688
HPGD,0.2685
HMGCS2,0.2685
RAF inhibitor,0.26839999999999997
PTGER4,0.2683
EGR2,0.2682
HOPX,0.2681
PREB,0.2677
CNPY3,0.26739999999999997
DYRK2,0.2673
ALDH4A1,0.2672
calycanthine,0.2671
PCO-400,0.267
TIMP3,0.2669
HTATIP2,0.2668
BMP4,0.2667
DARS,0.2666
NFKBIA,0.26649999999999996
WARS2,0.2663
RXRG,0.2663
SLC29A1,0.2662
flunarizine,0.266
A-443644,0.2658
NAB2,0.2658
PYGL,0.2657
DAG1,0.26539999999999997
FZD7,0.2651
nimodipine,0.265
DGKH,0.265
ZNF454,0.2642
NU-1025,0.264
SLC39A8,0.2639
oligomycin-c,0.2638
FCGR2A,0.2636
ISL1,0.2633
PKN2,0.2632
SPIC,0.2631
Reverse transcriptase inhibitor,0.26289999999999997
KLK6,0.2627
topiramate,0.2625
MED28,0.2622
SERPINA7,0.2622
STX1A,0.262
carbacyclin,0.2618
BRD-K91691979,0.2616
MAS1L,0.2616
ING2,0.2615
BAG6,0.261
CXCL2,0.261
FASLG,0.2608
IL2RB,0.2605
fraxetin,0.2605
NAA50,0.26030000000000003
NAN-190,0.26
cholic-acid,0.2596
RGS16,0.2596
XRCC6,0.2595
MRS-1845,0.2584
PDIA4,0.2581
zatebradine,0.2579
bisoprolol,0.2577
SULT1A3,0.2576
CCT7,0.2572
cinacalcet,0.2572
ganglioside,0.257
dihydroergocristine,0.2569
tolazoline,0.2569
RAB21,0.2568
CSNK2B,0.25670000000000004
alrestatin,0.2554
THBS1,0.2554
naftifine,0.255
RBL1,0.2548
CPSF4,0.2546
PROKR2,0.2544
ATP5B,0.25429999999999997
CYB5A,0.25429999999999997
dexamethasone,0.25429999999999997
VEGFC,0.25420000000000004
MY-5445,0.2539
PHF13,0.2539
UBE3A,0.2535
ZNF175,0.2534
SPR,0.25329999999999997
DH-97,0.2531
W-13,0.2528
GLI1,0.2526
isogedunin,0.2523
ID2,0.2521
DDB1,0.25170000000000003
HU-211,0.25170000000000003
CSNK1G2,0.2515
TMEM154,0.25079999999999997
ipriflavone,0.2507
CYP3A5,0.2506
ALG9,0.2503
FOSL2,0.2501
SMS,0.24989999999999998
cyanopindolol,0.24989999999999998
HSPE1,0.24989999999999998
HSPA9,0.2495
Serotonin receptor antagonist,0.2493
KLF2,0.2493
PTDSS1,0.2493
TGIF2LY,0.2491
docosatrienoic-acid,0.2489
cycloheximide,0.24850000000000003
KITLG,0.24850000000000003
KCNN4,0.2482
IDH3A,0.248
gabazine,0.2477
ADI1,0.24760000000000001
TMEM5,0.2469
goserelin,0.2468
ZNF281,0.24670000000000003
BRD-K01265221,0.2463
PIGA,0.2462
SPRY1,0.2458
ZMIZ1,0.24559999999999998
UCL-2077,0.24530000000000002
ZFP28,0.245
B2M,0.24489999999999998
CDK16,0.2447
ASL,0.2444
LRRC4,0.244
IL20,0.2439
PAF1,0.2438
CP-94253,0.24359999999999998
CBR1,0.2434
loteprednol,0.2432
PPIE,0.243
fluvoxamine,0.2429
ADRA2A,0.24280000000000002
BRD-K52640952,0.24239999999999998
toremifene,0.24230000000000002
MYBL2,0.2422
SIX2,0.2422
TDRD3,0.2416
GMDS,0.2414
ALAD,0.24109999999999998
GNG5,0.2408
TST,0.2403
EXOSC4,0.2402
MYCN,0.2402
TERF1,0.24
cymarin,0.24
TRAF5,0.2394
benazepril,0.2394
HOXA2,0.23920000000000002
HIST2H2BE,0.2391
TXNRD2,0.2391
lovastatin,0.239
TSPAN6,0.2389
chlorprothixene,0.23870000000000002
GPR161,0.2386
FFAR1,0.2384
acepromazine,0.23829999999999998
betamethasone,0.2376
PRKCQ,0.2375
dihydroergotamine,0.23739999999999997
PHLPP1,0.2371
TIAM1,0.237
ESR1,0.2364
CCNB1,0.23620000000000002
IL18RAP,0.2361
isradipine,0.2361
RS-16566,0.2359
BRD-K27074404,0.23579999999999998
famciclovir,0.2357
HSBP1,0.2357
labetalol,0.23550000000000001
hydroquinidine,0.235
sphingosine,0.2349
quinpirole,0.2349
lobelanidine,0.2349
BAG1,0.2348
U-99194,0.2347
BTG3,0.2345
GNPDA1,0.23440000000000003
DLX2,0.2339
ERBB4,0.2336
MASTL,0.2335
OLIG3,0.2335
RS-79948,0.2334
PAM,0.23260000000000003
SMU1,0.2325
APOA1,0.2325
GPR4,0.2322
P4HB,0.2322
SLC25A13,0.2321
orphenadrine,0.23149999999999998
LIMK2,0.23120000000000002
BCL2,0.231
LSM2,0.2309
masitinib,0.2306
naringin,0.2306
NDUFB1,0.2303
vinblastine,0.23010000000000003
Calmodulin antagonist,0.2298
ERBB3,0.2297
SOD1,0.2293
L-741742,0.2293
ATP7A,0.22870000000000001
ASF1A,0.2284
IL2RB,0.2284
budesonide,0.2278
Proteasome Pathway LOF,0.22760000000000002
IGSF8,0.2275
OVOL2,0.2274
SB-408124,0.22699999999999998
SUB1,0.22690000000000002
SQLE,0.22640000000000002
gamma-homolinolenic-acid,0.22640000000000002
MKX,0.2263
BCAT2,0.2262
TLR8,0.2261
FAM69A,0.22579999999999997
GM2A,0.2254
BRD3,0.22519999999999998
III606050,0.22510000000000002
cyclopentolate,0.22469999999999998
GR-89696,0.22469999999999998
SNAI2,0.22460000000000002
NBQX,0.2243
NAE1,0.2238
fluticasone,0.2237
MEX3D,0.2236
SMNDC1,0.223
D-64406,0.2228
PPAP2A,0.2228
dydrogesterone,0.2228
robustic-acid,0.22260000000000002
EIF2C2,0.222
OPN4,0.22190000000000001
AK2,0.2218
ACAA1,0.2213
piroxicam,0.2212
ATG16L1,0.2208
erythromycin,0.2208
FTL,0.2206
CDK2-5-inhibitor,0.2206
EIF2B2,0.2205
ZNF785,0.22010000000000002
RNF11,0.22
VHL,0.2198
GNAI3,0.21969999999999998
ZBTB26,0.21960000000000002
IFNG,0.21960000000000002
RUVBL1,0.2192
bucladesine,0.2192
RPP38,0.2191
GPR84,0.2189
estriol,0.2189
azasetron,0.2186
FOXR1,0.2184
SOX5,0.2183
LIN28A,0.2181
IKBKE,0.2181
ZNF138,0.2177
CD55,0.21760000000000002
flavokavain-b,0.2175
ANPEP,0.217
CXCR4,0.2168
bezafibrate,0.2168
altizide,0.21660000000000001
CCBL1,0.2165
zolmitriptan,0.2165
GTF2H2,0.2164
HIF1A,0.2164
SLC38A1,0.2161
TRIM13,0.2159
SLC25A1,0.2157
PRLR,0.2155
epigallocatechin,0.21539999999999998
eticlopride,0.21530000000000002
icariin,0.215
ZNF266,0.2147
PIK3R4,0.2146
MCCC2,0.2146
galantamine,0.2145
ZBTB48,0.2141
PNKP,0.2139
quinethazone,0.2138
CLCN5,0.2138
mesalazine,0.21359999999999998
THRAP3,0.21350000000000002
PNN,0.21350000000000002
ARF4,0.21309999999999998
MLLT3,0.21309999999999998
GCLC,0.21289999999999998
Y-27152,0.21239999999999998
NAGK,0.21230000000000002
asiaticoside,0.2116
CALR,0.2114
GABRP,0.21109999999999998
MRS-1334,0.21100000000000002
BRP44,0.2108
RAP1GDS1,0.2108
TBP,0.21059999999999998
SB-239063,0.2104
piperidolate,0.21
LYN,0.2094
RHOD,0.20920000000000002
pyrazolanthrone,0.20920000000000002
lorazepam,0.209
rilmenidine,0.209
RNF167,0.2087
acitretin,0.2086
BRD-K76425766,0.20850000000000002
SLC7A1,0.20800000000000002
GPR146,0.20800000000000002
SIRT5,0.2079
CGP-20712,0.2079
5-methoxytryptamine,0.2076
auraptene,0.2072
formestane,0.2071
MMP7,0.2071
cromoglicic-acid,0.2069
CALM1,0.2069
verapamil,0.2069
ZMYND11,0.20679999999999998
ethinyl-estradiol,0.2061
EIF2C1,0.2059
HG-6-64-01,0.2051
NUCB2,0.205
CYP27B1,0.205
r(-)-propylnorapomorphine,0.20489999999999997
PTGR1,0.2047
hyoscyamine,0.20420000000000002
GTF2A1,0.2041
IGF2BP2,0.2039
PACSIN3,0.2039
dihydroxyphenylglycine,0.20379999999999998
LHX8,0.20370000000000002
GCK,0.2034
SKF-77434,0.20329999999999998
TRAM2,0.2032
tracazolate,0.2032
HMMR,0.2026
Tachykinin antagonist,0.2023
ALDOA,0.2021
CLPB,0.20199999999999999
TAAR6,0.2016
DPP4,0.20149999999999998
benzylpenicillin,0.2014
CDC25C,0.20129999999999998
MDM2,0.20129999999999998
retrorsine,0.20129999999999998
NAE1,0.2005
ETFB,0.2004
irsogladine,0.2003
ECI1,0.20010000000000003
WRN,0.20010000000000003
CNDP2,0.2
equilin,0.1999
BRD-K84421793,0.1997
BRD-K61463582,0.19899999999999998
RBX1,0.19899999999999998
TRIM29,0.19899999999999998
SMURF1,0.1977
HAL,0.1977
ethambutol,0.1973
RARRES3,0.1968
TBX20,0.1968
HYAL1,0.1968
met-leu-phe,0.19649999999999998
CD99,0.196
HMGB1,0.1957
YWHAQ,0.1954
PTRF,0.1953
L-165041,0.19519999999999998
FABP6,0.19519999999999998
cilastatin,0.19510000000000002
ETFB,0.1948
IGHMBP2,0.1942
RPS6KA1,0.19390000000000002
MST1R,0.1938
nomifensine,0.1938
UBE3B,0.1937
RNF166,0.1936
AGPAT1,0.1932
ZNF689,0.193
SLC7A9,0.1929
nitrazepam,0.1928
NUDT14,0.1928
PTK7,0.1924
BRL-54443,0.19219999999999998
R-59022,0.19210000000000002
CAPNS2,0.192
strychnine,0.19190000000000002
NEK6,0.1917
GW-7647,0.1916
ZM-39923,0.19149999999999998
naltrexone,0.19140000000000001
CTPS,0.1913
RERG,0.1906
SNAPC1,0.1905
GNA11,0.19030000000000002
CDC25C,0.19030000000000002
SP140,0.19010000000000002
TSC2,0.1895
TUBB4B,0.1892
STX4,0.18899999999999997
BRD-K48974000,0.1889
PFKFB3,0.1889
AGL,0.1888
ZNF786,0.1887
ARHGEF7,0.1885
MMPX,0.1881
alaproclate,0.1881
PNP,0.1881
FST,0.18789999999999998
BD-1008,0.18739999999999998
LIPT1,0.18739999999999998
SQ-22536,0.18719999999999998
mianserin,0.1869
NMT1,0.1869
RS-102221,0.1863
PSEN1,0.1862
ZFP36L1,0.1859
lavendustin-a,0.1858
MNITMT,0.1856
SB-205384,0.1856
NUP62,0.1855
ECSIT,0.18530000000000002
rifampicin,0.1848
TAF12,0.18460000000000001
maprotiline,0.18460000000000001
clemastine,0.18460000000000001
TSPAN4,0.1845
carbenoxolone,0.1845
PSMB1,0.18420000000000003
niridazole,0.1841
PPOX,0.1839
atenolol,0.1839
RS-56812,0.1837
estradiol-benzoate,0.1834
REL,0.1833
hyperoside,0.1832
MAX,0.18289999999999998
CREB3L1,0.1826
ZNF473,0.1825
SPRY2,0.18230000000000002
MED6,0.1822
ABCC5,0.1821
GRHL3,0.182
GTF2F2,0.182
KIF14,0.182
ATXN3,0.182
PPP2R1A,0.1815
ATM,0.1813
AMBP,0.1808
DNAJC1,0.1804
TKT,0.18030000000000002
ZNF792,0.18030000000000002
MARS,0.1801
GPR110,0.18
SKAP2,0.17989999999999998
IQGAP1,0.17980000000000002
tyrphostin-AG-494,0.17980000000000002
CPT2,0.1797
CDT1,0.1796
TRAPPC6A,0.1795
BW-723C86,0.1794
ZNF486,0.17920000000000003
GPR84,0.179
PD-0325901,0.179
PPIA,0.17859999999999998
ormetoprim,0.1779
COMT,0.1779
GFOD2,0.1778
RYK,0.1777
talipexole,0.1776
PSMD2,0.1776
EHHADH,0.1773
PEX11A,0.1773
DNAJB1,0.1772
HRH1,0.1772
TNFRSF13C,0.177
WNT1,0.1766
DNPEP,0.1764
dichloroacetic-acid,0.1764
HA-14-1,0.17629999999999998
RFXANK,0.1761
TAS-301,0.1759
POLR2E,0.17579999999999998
AGK-2,0.17559999999999998
solifenacin,0.17559999999999998
PROC,0.1751
BMP2,0.17489999999999997
PFKL,0.17489999999999997
FDXR,0.1748
linoleic-acid,0.1747
hydroflumethiazide,0.1744
RBPJ,0.1743
USF1,0.1741
SB-334867,0.174
NRBP1,0.1739
IFIT5,0.1736
PAICS,0.1736
RABGGTA,0.17350000000000002
TLR2,0.1729
HNMT,0.1726
isoreserpine,0.1723
TNFSF13,0.1722
salmeterol,0.1722
MAPKAPK5,0.1718
SMAD1,0.17170000000000002
GYKI-52466,0.17120000000000002
PNU-96415E,0.17059999999999997
ERLIN1,0.1703
BRL-15572,0.1702
CNOT7,0.1699
AZ-628,0.1699
L-694247,0.16940000000000002
JAK3-Inhibitor-II,0.16940000000000002
nifekalant,0.16940000000000002
GW-5074,0.1691
STIL,0.1689
GPR150,0.16870000000000002
C19ORF10,0.16829999999999998
ZNF626,0.1681
MAPKAPK2,0.168
EPHX1,0.1679
RPS10,0.16760000000000003
SPTLC1,0.16760000000000003
EGFR,0.1671
NDUFA7,0.16670000000000001
LCMT1,0.1666
CYB5B,0.16649999999999998
POU2AF1,0.1663
DDC,0.1661
resmethrin,0.16579999999999998
4-hydroxy-2-nonenal,0.16570000000000001
doxapram,0.16570000000000001
NEK6,0.1655
brucine,0.1655
dipyridamole,0.1654
diphenhydramine,0.165
GPR156,0.165
MCM7,0.1649
OXCT1,0.1642
RND3,0.1641
CSNK2A1,0.1641
AICA-ribonucleotide,0.1637
tegafur,0.1637
cerivastatin,0.1634
TSC1,0.163
PRNP,0.1629
chlorphenamine,0.16269999999999998
STK33,0.1625
SB-222200,0.162
P2RX4,0.1618
ranitidine,0.1616
arcyriaflavin-a,0.16149999999999998
SLC30A8,0.16140000000000002
SGK1,0.1611
DHX29,0.1611
BNIP3,0.1609
CEP72,0.1606
MPHOSPH9,0.1606
RHEB,0.1606
secoisolariciresinol,0.1605
NVL,0.16
STRADB,0.1597
NSDHL,0.1595
CYCS,0.1595
APEH,0.1591
MAP3K8,0.1589
PPIH,0.1589
RAC3,0.15869999999999998
BRD-K19985802,0.1586
MRPL43,0.15839999999999999
BMY-7378,0.15810000000000002
NFKB1,0.15789999999999998
tyrphostin-AG-1288,0.1576
buflomedil,0.1574
atorvastatin,0.15710000000000002
isotretinoin,0.157
PDK1,0.1566
ATP5A1,0.1564
carpindolol,0.1563
PSMA3,0.156
pitavastatin,0.1559
mifepristone,0.1557
DNMT1,0.15560000000000002
IGF2,0.15539999999999998
NR2F6,0.1552
carbenoxolone,0.15439999999999998
pergolide,0.1532
AHSP Pathway LOF,0.1531
amiloride,0.1523
SMARCA2,0.1522
SOX2,0.1521
ARHGEF7,0.1516
PD-168077,0.1515
ZNF136,0.1514
SMAD3,0.1512
C16ORF5,0.1512
MTHFD2,0.1509
CCDC90A,0.1508
CL-82198,0.1507
SMAD5,0.1507
glycopyrrolate,0.1506
GPR87,0.1502
L-745870,0.1502
aloisine,0.15
MACF1,0.1495
MAP2K4,0.1494
MAST4,0.1492
ZNF32,0.149
OGDH,0.1487
SLC52A2,0.14859999999999998
SNRPA,0.1485
5'-guanidinonaltrindole,0.1481
PLD4,0.1478
racecadotril,0.1476
azauridine,0.1469
ST-638,0.14679999999999999
ID4,0.1467
BBC3,0.1464
ELAC2,0.1458
PCDHA10,0.1456
CCNC,0.1452
nadolol,0.1449
EP300,0.1449
fluphenazine,0.1448
FUS,0.1446
SRSF2,0.1439
KI-8751,0.1437
prestwick-559,0.1436
lysylphenylalanyl-tyrosine,0.1433
prazosin,0.1432
PDPK1,0.1427
FG-7142,0.1421
B3GNT1,0.142
ADC,0.1416
RBBP6,0.1413
rolipram,0.141
RBM15B,0.1409
clobetasol,0.1406
JMJD6,0.1402
CAMK1,0.14
theophylline,0.13949999999999999
TFRC,0.139
VAMA-37,0.1389
ZNF589,0.1383
HMGA2,0.1383
aniracetam,0.1382
dihydroergotamine,0.1381
PTPN2,0.138
LHX2,0.1378
