,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
unc1215,gdsc_UNC1215,Not Clinically Relevant,-0.4,,,-0.4,,-...,604,682,604.0
bleomycin (50 um),gdsc_Bleomycin (50 uM),Not Clinically Relevant,-0.401,,,-0.401,,-...,605,683,605.0
salubrinal,gdsc_Salubrinal,Not Clinically Relevant,-0.402,,,-0.402,,-...,606,684,606.0
o-6-benzylguanine,ctrp_O-6-benzylguanine,"guanine analog, binds the DNA repair enzyme O(6)-alkylguanine DNA alkyltransferase (AGT) resulting in inhibition of AGT-mediated DNA repair",,-0.406,,-0.406,,.-..,608,685,608.0
bms-509744,gdsc_BMS-509744,Not Clinically Relevant,-0.406,,,-0.406,,-...,609,686,609.0
stf-62247,gdsc_STF-62247,Not Clinically Relevant,-0.41,,,-0.41,,-...,610,687,610.0
refametinib,gdsc_Refametinib,Not Clinically Relevant,-0.41,,,-0.41,,-...,612,688,612.0
pf-4708671,gdsc_PF-4708671,Not Clinically Relevant,-0.41,,,-0.41,,-...,613,689,613.0
tgx221,gdsc_TGX221,Not Clinically Relevant,-0.415,,,-0.415,,-...,615,690,615.0
a-770041,gdsc_A-770041,Not Clinically Relevant,-0.41700000000000004,,,-0.417,,-...,616,691,616.0
selisistat,gdsc_Selisistat,SIRT1 inhibitor,-0.42,,,-0.42,,-...,617,692,617.0
wh-4-023,gdsc_WH-4-023,Not Clinically Relevant,-0.42100000000000004,,,-0.421,,-...,618,693,618.0
xmd8-85,gdsc_XMD8-85,Not Clinically Relevant,-0.426,,,-0.426,,-...,619,694,619.0
fmk,gdsc_FMK,Not Clinically Relevant,-0.42700000000000005,,,-0.427,,-...,620,695,620.0
xmd15-27,gdsc_XMD15-27,Not Clinically Relevant,-0.431,,,-0.431,,-...,621,696,621.0
cct007093,gdsc_CCT007093,Not Clinically Relevant,-0.431,,,-0.431,,-...,622,697,622.0
avagacestat,gdsc_Avagacestat,Not Clinically Relevant,-0.433,,,-0.433,,-...,623,698,623.0
fr-180204,gdsc_FR-180204,Not Clinically Relevant,-0.434,,,-0.434,,-...,624,699,624.0
bix02189,gdsc_BIX02189,Not Clinically Relevant,-0.435,,,-0.435,,-...,625,700,625.0
lfm-a13,gdsc_LFM-A13,Not Clinically Relevant,-0.436,,,-0.436,,-...,626,701,626.0
eht-1864,gdsc_EHT-1864,Not Clinically Relevant,-0.439,,,-0.439,,-...,627,702,627.0
fti-277,gdsc_FTI-277,Not Clinically Relevant,-0.442,,,-0.442,,-...,628,703,628.0
kin001-236,gdsc_KIN001-236,Not Clinically Relevant,-0.44299999999999995,,,-0.443,,-...,629,704,629.0
ci-1040,gdsc_CI-1040,Not Clinically Relevant,-0.44299999999999995,,,-0.443,,-...,630,705,630.0
cgp-60474,gdsc_CGP-60474,Not Clinically Relevant,-0.44799999999999995,,,-0.448,,-...,631,706,631.0
nsc-87877,gdsc_NSC-87877,Not Clinically Relevant,-0.452,,,-0.452,,-...,632,707,632.0
doramapimod,gdsc_Doramapimod,Not Clinically Relevant,-0.45299999999999996,,,-0.453,,-...,633,708,633.0
cgp-082996,gdsc_CGP-082996,Not Clinically Relevant,-0.455,,,-0.455,,-...,635,709,635.0
jnk inhibitor viii,gdsc_JNK Inhibitor VIII,Not Clinically Relevant,-0.45799999999999996,,,-0.458,,-...,636,710,636.0
gsk1904529a,gdsc_GSK1904529A,Not Clinically Relevant,-0.46,,,-0.46,,-...,637,711,637.0
jw-7-52-1,gdsc_JW-7-52-1,Not Clinically Relevant,-0.462,,,-0.462,,-...,638,712,638.0
iox2,gdsc_IOX2,Not Clinically Relevant,-0.46299999999999997,,,-0.463,,-...,639,713,639.0
whi-p97,gdsc_WHI-P97,Not Clinically Relevant,-0.46799999999999997,,,-0.468,,-...,640,714,640.0
sl0101,gdsc_SL0101,Not Clinically Relevant,-0.46799999999999997,,,-0.468,,-...,641,715,641.0
tak-715,gdsc_TAK-715,Not Clinically Relevant,-0.47,,,-0.47,,-...,642,716,642.0
pha-665752,gdsc_PHA-665752,Not Clinically Relevant,-0.645,,-0.294,-0.47,,-.-.,643,717,643.0
z-llnle-cho,gdsc_Z-LLNle-CHO,Not Clinically Relevant,-0.47200000000000003,,,-0.472,,-...,644,718,644.0
nu7441,gdsc_NU7441,Not Clinically Relevant,-0.48,,,-0.48,,-...,645,719,645.0
vismodegib,gdsc_Vismodegib,Hedgehog (Smoothened) antagonist (GDC-0449),-0.491,,,-0.491,,-...,647,720,647.0
pelitinib,gdsc_Pelitinib,Not Clinically Relevant,-0.494,,,-0.494,,-...,648,721,648.0
ro-3306,gdsc_RO-3306,Not Clinically Relevant,-0.498,,,-0.498,,-...,650,722,650.0
xav939,gdsc_XAV939,Not Clinically Relevant,-0.5,,,-0.5,,-...,651,723,651.0
t0901317,gdsc_T0901317,Not Clinically Relevant,-0.514,,,-0.514,,-...,652,724,652.0
bryostatin 1,gdsc_Bryostatin 1,Not Clinically Relevant,-0.517,,,-0.517,,-...,653,725,653.0
rapamycin,gdsc_Rapamycin,"rapamycin, mTOR inhibitor",-0.524,,,-0.524,,-...,654,726,654.0
idelalisib,gdsc_Idelalisib,"Idelalisib,  PI3K/p110δ inhibitor",-0.526,,,-0.526,,-...,655,727,655.0
sb216763,gdsc_SB216763,Not Clinically Relevant,-0.529,,,-0.529,,-...,656,728,656.0
rtrail,gdsc_rTRAIL,Not Clinically Relevant,-0.536,,,-0.536,,-...,657,729,657.0
qs11,gdsc_QS11,Not Clinically Relevant,-0.54,,,-0.54,,-...,658,730,658.0
gnf-2,gdsc_GNF-2,Not Clinically Relevant,-0.5579999999999999,,,-0.558,,-...,660,731,660.0
motesanib,gdsc_Motesanib,Not Clinically Relevant,-0.56,,,-0.56,,-...,661,732,661.0
681640,gdsc_681640,Not Clinically Relevant,-0.562,,,-0.562,,-...,662,733,662.0
az628,gdsc_AZ628,Not Clinically Relevant,-0.565,,,-0.565,,-...,663,734,663.0
cp724714,gdsc_CP724714,Not Clinically Relevant,-0.57,,,-0.57,,-...,664,735,664.0
vx-11e,gdsc_VX-11e,Not Clinically Relevant,-0.5760000000000001,,,-0.576,,-...,665,736,665.0
nutlin-3a (-),gdsc_Nutlin-3a (-),Not Clinically Relevant,-0.604,,,-0.604,,-...,666,737,666.0
pd173074,gdsc_PD173074,Not Clinically Relevant,-0.609,,,-0.609,,-...,667,738,667.0
wz-1-84,gdsc_WZ-1-84,Not Clinically Relevant,-0.611,,,-0.611,,-...,668,739,668.0
cyclopamine,gdsc_Cyclopamine,Not Clinically Relevant,-0.615,,,-0.615,,-...,669,740,669.0
cetuximab,gdsc_Cetuximab,Not Clinically Relevant,-0.629,,,-0.629,,-...,670,741,670.0
gw441756,gdsc_GW441756,Not Clinically Relevant,-0.654,,,-0.654,,-...,671,742,671.0
vnlg/124,gdsc_VNLG/124,Not Clinically Relevant,-0.7140000000000001,,,-0.714,,-...,672,743,672.0
