,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
xmd8-85,gdsc_XMD8-85,Not Clinically Relevant,-0.36700000000000005,,,-0.367,,-...,607,682,607.0
brd-k41597374,ctrp_BRD-K41597374,Not Clinically Relevant,,-0.36700000000000005,,-0.367,,.-..,608,683,608.0
brd-k29313308,ctrp_BRD-K29313308,Not Clinically Relevant,,-0.36700000000000005,,-0.367,,.-..,609,684,609.0
pf-4708671,gdsc_PF-4708671,Not Clinically Relevant,-0.368,,,-0.368,,-...,610,685,610.0
zebularine,ctrp_zebularine,Not Clinically Relevant,,-0.369,,-0.369,,.-..,611,686,611.0
tanespimycin,gdsc_Tanespimycin,HSP90 inhibitor,-0.462,-0.275,,-0.369,,--..,612,687,612.0
brd-k99006945,ctrp_BRD-K99006945,Not Clinically Relevant,,-0.37,,-0.37,,.-..,613,688,613.0
pd0325901,gdsc_PD0325901,Not Clinically Relevant,-0.37200000000000005,,,-0.372,,-...,614,689,614.0
bms-509744,gdsc_BMS-509744,Not Clinically Relevant,-0.374,,,-0.374,,-...,615,690,615.0
brd-k42260513,ctrp_BRD-K42260513,Not Clinically Relevant,,-0.376,,-0.376,,.-..,616,691,616.0
cct007093,gdsc_CCT007093,Not Clinically Relevant,-0.37799999999999995,,,-0.378,,-...,617,692,617.0
fr-180204,gdsc_FR-180204,Not Clinically Relevant,-0.37799999999999995,,,-0.378,,-...,618,693,618.0
birinapant,ctrp_birinapant,"SMAC mimetic, mostly to cIAP1, less potent against XIAP.",,-0.379,,-0.379,,.-..,619,694,619.0
refametinib,gdsc_Refametinib,Not Clinically Relevant,-0.385,,,-0.385,,-...,620,695,620.0
jw-7-52-1,gdsc_JW-7-52-1,Not Clinically Relevant,-0.389,,,-0.389,,-...,621,696,621.0
stf-62247,gdsc_STF-62247,Not Clinically Relevant,-0.395,,,-0.395,,-...,622,697,622.0
fti-277,gdsc_FTI-277,Not Clinically Relevant,-0.39899999999999997,,,-0.399,,-...,624,698,624.0
sl0101,gdsc_SL0101,Not Clinically Relevant,-0.4,,,-0.4,,-...,625,699,625.0
nu7441,gdsc_NU7441,Not Clinically Relevant,-0.402,,,-0.402,,-...,626,700,626.0
bix02189,gdsc_BIX02189,Not Clinically Relevant,-0.40299999999999997,,,-0.403,,-...,627,701,627.0
tgx221,gdsc_TGX221,Not Clinically Relevant,-0.405,,,-0.405,,-...,628,702,628.0
cgp-60474,gdsc_CGP-60474,Not Clinically Relevant,-0.406,,,-0.406,,-...,629,703,629.0
iox2,gdsc_IOX2,Not Clinically Relevant,-0.408,,,-0.408,,-...,630,704,630.0
z-llnle-cho,gdsc_Z-LLNle-CHO,Not Clinically Relevant,-0.41100000000000003,,,-0.411,,-...,631,705,631.0
gsk1904529a,gdsc_GSK1904529A,Not Clinically Relevant,-0.41200000000000003,,,-0.412,,-...,632,706,632.0
bryostatin 1,gdsc_Bryostatin 1,Not Clinically Relevant,-0.413,,,-0.413,,-...,633,707,633.0
xav939,gdsc_XAV939,Not Clinically Relevant,-0.41600000000000004,,,-0.416,,-...,634,708,634.0
ci-1040,gdsc_CI-1040,Not Clinically Relevant,-0.42100000000000004,,,-0.421,,-...,635,709,635.0
vismodegib,gdsc_Vismodegib,Hedgehog (Smoothened) antagonist (GDC-0449),-0.42200000000000004,,,-0.422,,-...,636,710,636.0
gsk319347a,gdsc_GSK319347A,Not Clinically Relevant,-0.42200000000000004,,,-0.422,,-...,637,711,637.0
pha-665752,gdsc_PHA-665752,Not Clinically Relevant,-0.583,,-0.262,-0.422,,-.-.,638,712,638.0
doramapimod,gdsc_Doramapimod,Not Clinically Relevant,-0.423,,,-0.423,,-...,639,713,639.0
whi-p97,gdsc_WHI-P97,Not Clinically Relevant,-0.423,,,-0.423,,-...,640,714,640.0
selisistat,gdsc_Selisistat,SIRT1 inhibitor,-0.424,,,-0.424,,-...,641,715,641.0
cp724714,gdsc_CP724714,Not Clinically Relevant,-0.425,,,-0.425,,-...,642,716,642.0
cgp-082996,gdsc_CGP-082996,Not Clinically Relevant,-0.426,,,-0.426,,-...,643,717,643.0
cil55,ctrp_CIL55,Not Clinically Relevant,,-0.428,,-0.428,,.-..,644,718,644.0
jnk inhibitor viii,gdsc_JNK Inhibitor VIII,Not Clinically Relevant,-0.429,,,-0.429,,-...,646,719,646.0
nsc-87877,gdsc_NSC-87877,Not Clinically Relevant,-0.43200000000000005,,,-0.432,,-...,647,720,647.0
fmk,gdsc_FMK,Not Clinically Relevant,-0.433,,,-0.433,,-...,648,721,648.0
ro-3306,gdsc_RO-3306,Not Clinically Relevant,-0.434,,,-0.434,,-...,649,722,649.0
tak-715,gdsc_TAK-715,Not Clinically Relevant,-0.449,,,-0.449,,-...,651,723,651.0
rapamycin,gdsc_Rapamycin,"rapamycin, mTOR inhibitor",-0.45299999999999996,,,-0.453,,-...,652,724,652.0
dabrafenib,gdsc_Dabrafenib,Braf (V600E) inhibitor,-0.539,-0.39399999999999996,,-0.466,,--..,654,725,654.0
sb216763,gdsc_SB216763,Not Clinically Relevant,-0.47700000000000004,,,-0.477,,-...,655,726,655.0
pelitinib,gdsc_Pelitinib,Not Clinically Relevant,-0.485,,,-0.485,,-...,656,727,656.0
t0901317,gdsc_T0901317,Not Clinically Relevant,-0.489,,,-0.489,,-...,657,728,657.0
qs11,gdsc_QS11,Not Clinically Relevant,-0.495,,,-0.495,,-...,658,729,658.0
cetuximab,gdsc_Cetuximab,Not Clinically Relevant,-0.496,,,-0.496,,-...,659,730,659.0
681640,gdsc_681640,Not Clinically Relevant,-0.499,,,-0.499,,-...,660,731,660.0
idelalisib,gdsc_Idelalisib,"Idelalisib,  PI3K/p110δ inhibitor",-0.5,,,-0.5,,-...,661,732,661.0
rtrail,gdsc_rTRAIL,Not Clinically Relevant,-0.501,,,-0.501,,-...,662,733,662.0
az628,gdsc_AZ628,Not Clinically Relevant,-0.52,,,-0.52,,-...,663,734,663.0
pd173074,gdsc_PD173074,Not Clinically Relevant,-0.521,,,-0.521,,-...,664,735,664.0
nutlin-3a (-),gdsc_Nutlin-3a (-),Not Clinically Relevant,-0.529,,,-0.529,,-...,665,736,665.0
motesanib,gdsc_Motesanib,Not Clinically Relevant,-0.5329999999999999,,,-0.533,,-...,666,737,666.0
gnf-2,gdsc_GNF-2,Not Clinically Relevant,-0.536,,,-0.536,,-...,667,738,667.0
vx-11e,gdsc_VX-11e,Not Clinically Relevant,-0.5589999999999999,,,-0.559,,-...,668,739,668.0
gw441756,gdsc_GW441756,Not Clinically Relevant,-0.568,,,-0.568,,-...,669,740,669.0
wz-1-84,gdsc_WZ-1-84,Not Clinically Relevant,-0.578,,,-0.578,,-...,670,741,670.0
cyclopamine,gdsc_Cyclopamine,Not Clinically Relevant,-0.589,,,-0.589,,-...,671,742,671.0
vnlg/124,gdsc_VNLG/124,Not Clinically Relevant,-0.63,,,-0.63,,-...,672,743,672.0
